"","Species","Region","Country","Origin"
"4426","Heteropogon contortus","europe","Kriti","Unknown"
"4427","Heteropogon contortus","europe","Czechoslovakia","Unknown"
"4428","Heteropogon contortus","europe","Denmark","Unknown"
"4429","Heteropogon contortus","europe","Faroer","Unknown"
"4430","Heteropogon contortus","europe","Finland","Unknown"
"4431","Heteropogon contortus","europe","France","Unknown"
"4432","Heteropogon contortus","europe","Germany","Unknown"
"4433","Heteropogon contortus","europe","Greece","Unknown"
"4434","Heteropogon contortus","europe","Ireland","Unknown"
"4435","Heteropogon contortus","europe","Switzerland","Unknown"
"4436","Heteropogon contortus","europe","Netherlands","Unknown"
"4437","Heteropogon contortus","europe","Spain","Unknown"
"4438","Heteropogon contortus","europe","Hungary","Unknown"
"4439","Heteropogon contortus","europe","Iceland","Unknown"
"4440","Heteropogon contortus","europe","Italy","Unknown"
"4441","Heteropogon contortus","europe","Jugoslavia","Unknown"
"4442","Heteropogon contortus","europe","Portugal","Unknown"
"4443","Heteropogon contortus","europe","Norway","Unknown"
"4444","Heteropogon contortus","europe","Poland","Unknown"
"4445","Heteropogon contortus","europe","Romania","Unknown"
"4446","Heteropogon contortus","europe","USSR","Unknown"
"4447","Heteropogon contortus","europe","Sardegna","Unknown"
"4448","Heteropogon contortus","europe","Svalbard","Unknown"
"4449","Heteropogon contortus","europe","Sicilia","Unknown"
"4450","Heteropogon contortus","europe","Sweden","Unknown"
"4451","Heteropogon contortus","europe","Turkey","Unknown"
"4452","Heteropogon contortus","europe","USSR_Northern_Division","Unknown"
"4453","Heteropogon contortus","europe","USSR_Baltic_Division","Unknown"
"4454","Heteropogon contortus","europe","USSR_Central_Division","Unknown"
"4455","Heteropogon contortus","europe","USSR_South_western","Unknown"
"4456","Heteropogon contortus","europe","USSR_Krym","Unknown"
"4457","Heteropogon contortus","europe","USSRSouth_eastern_Division","Unknown"
"4458","Impatiens glandulifera","america","Continental US","Unknown"
"4459","Impatiens glandulifera","america","Alaska","Unknown"
"4460","Impatiens glandulifera","america","Canada","Unknown"
"4461","Impatiens glandulifera","america","Caribbean Territories","Unknown"
"4462","Impatiens glandulifera","america","Central Pacific Territories","Unknown"
"4463","Impatiens glandulifera","america","Hawaii","Unknown"
"4464","Impatiens glandulifera","america","Mexico","Unknown"
"4465","Impatiens glandulifera","europe","Albania","Unknown"
"4466","Impatiens glandulifera","europe","Austria","Unknown"
"4467","Impatiens glandulifera","europe","Azores","Unknown"
"4468","Impatiens glandulifera","europe","Belgium","Unknown"
"4469","Impatiens glandulifera","europe","Islas_Baleares","Unknown"
"4470","Impatiens glandulifera","europe","Britain","Unknown"
"4471","Impatiens glandulifera","europe","Bulgaria","Unknown"
"4472","Impatiens glandulifera","europe","Corse","Unknown"
"4473","Impatiens glandulifera","europe","Kriti","Unknown"
"4474","Impatiens glandulifera","europe","Czechoslovakia","Unknown"
"4475","Impatiens glandulifera","europe","Denmark","Unknown"
"4476","Impatiens glandulifera","europe","Faroer","Unknown"
"4477","Impatiens glandulifera","europe","Finland","Unknown"
"4478","Impatiens glandulifera","europe","France","Unknown"
"4479","Impatiens glandulifera","europe","Germany","Unknown"
"4480","Impatiens glandulifera","europe","Greece","Unknown"
"4481","Impatiens glandulifera","europe","Ireland","Unknown"
"4482","Impatiens glandulifera","europe","Switzerland","Unknown"
"4483","Impatiens glandulifera","europe","Netherlands","Unknown"
"4484","Impatiens glandulifera","europe","Spain","Unknown"
"4485","Impatiens glandulifera","europe","Hungary","Unknown"
"4486","Impatiens glandulifera","europe","Iceland","Unknown"
"4487","Impatiens glandulifera","europe","Italy","Unknown"
"4488","Impatiens glandulifera","europe","Jugoslavia","Unknown"
"4489","Impatiens glandulifera","europe","Portugal","Unknown"
"4490","Impatiens glandulifera","europe","Norway","Unknown"
"4491","Impatiens glandulifera","europe","Poland","Unknown"
"4492","Impatiens glandulifera","europe","Romania","Unknown"
"4493","Impatiens glandulifera","europe","USSR","Unknown"
"4494","Impatiens glandulifera","europe","Sardegna","Unknown"
"4495","Impatiens glandulifera","europe","Svalbard","Unknown"
"4496","Impatiens glandulifera","europe","Sicilia","Unknown"
"4497","Impatiens glandulifera","europe","Sweden","Unknown"
"4498","Impatiens glandulifera","europe","Turkey","Unknown"
"4499","Impatiens glandulifera","europe","USSR_Northern_Division","Unknown"
"4500","Impatiens glandulifera","europe","USSR_Baltic_Division","Unknown"
"4501","Impatiens glandulifera","europe","USSR_Central_Division","Unknown"
"4502","Impatiens glandulifera","europe","USSR_South_western","Unknown"
"4503","Impatiens glandulifera","europe","USSR_Krym","Unknown"
"4504","Impatiens glandulifera","europe","USSRSouth_eastern_Division","Unknown"
"4505","Kalanchoe daigremontiana","america","Continental US","Unknown"
"4506","Kalanchoe daigremontiana","america","Alaska","Unknown"
"4507","Kalanchoe daigremontiana","america","Canada","Unknown"
"4508","Kalanchoe daigremontiana","america","Caribbean Territories","Unknown"
"4509","Kalanchoe daigremontiana","america","Central Pacific Territories","Unknown"
"4510","Kalanchoe daigremontiana","america","Hawaii","Unknown"
"4511","Kalanchoe daigremontiana","america","Mexico","Unknown"
"4512","Kalanchoe daigremontiana","europe","Albania","Unknown"
"4513","Kalanchoe daigremontiana","europe","Austria","Unknown"
"4514","Kalanchoe daigremontiana","europe","Azores","Unknown"
"4515","Kalanchoe daigremontiana","europe","Belgium","Unknown"
"4516","Kalanchoe daigremontiana","europe","Islas_Baleares","Unknown"
"4517","Kalanchoe daigremontiana","europe","Britain","Unknown"
"4518","Kalanchoe daigremontiana","europe","Bulgaria","Unknown"
"4519","Kalanchoe daigremontiana","europe","Corse","Unknown"
"4520","Kalanchoe daigremontiana","europe","Kriti","Unknown"
"4521","Kalanchoe daigremontiana","europe","Czechoslovakia","Unknown"
"4522","Kalanchoe daigremontiana","europe","Denmark","Unknown"
"4523","Kalanchoe daigremontiana","europe","Faroer","Unknown"
"4524","Kalanchoe daigremontiana","europe","Finland","Unknown"
"4525","Kalanchoe daigremontiana","europe","France","Unknown"
"4526","Kalanchoe daigremontiana","europe","Germany","Unknown"
"4527","Kalanchoe daigremontiana","europe","Greece","Unknown"
"4528","Kalanchoe daigremontiana","europe","Ireland","Unknown"
"4529","Kalanchoe daigremontiana","europe","Switzerland","Unknown"
"4530","Kalanchoe daigremontiana","europe","Netherlands","Unknown"
"4531","Kalanchoe daigremontiana","europe","Spain","Unknown"
"4532","Kalanchoe daigremontiana","europe","Hungary","Unknown"
"4533","Kalanchoe daigremontiana","europe","Iceland","Unknown"
"4534","Kalanchoe daigremontiana","europe","Italy","Unknown"
"4535","Kalanchoe daigremontiana","europe","Jugoslavia","Unknown"
"4536","Kalanchoe daigremontiana","europe","Portugal","Unknown"
"4537","Kalanchoe daigremontiana","europe","Norway","Unknown"
"4538","Kalanchoe daigremontiana","europe","Poland","Unknown"
"4539","Kalanchoe daigremontiana","europe","Romania","Unknown"
"4540","Kalanchoe daigremontiana","europe","USSR","Unknown"
"4541","Kalanchoe daigremontiana","europe","Sardegna","Unknown"
"4542","Kalanchoe daigremontiana","europe","Svalbard","Unknown"
"4543","Kalanchoe daigremontiana","europe","Sicilia","Unknown"
"4544","Kalanchoe daigremontiana","europe","Sweden","Unknown"
"4545","Kalanchoe daigremontiana","europe","Turkey","Unknown"
"4546","Kalanchoe daigremontiana","europe","USSR_Northern_Division","Unknown"
"4547","Kalanchoe daigremontiana","europe","USSR_Baltic_Division","Unknown"
"4548","Kalanchoe daigremontiana","europe","USSR_Central_Division","Unknown"
"4549","Kalanchoe daigremontiana","europe","USSR_South_western","Unknown"
"4550","Kalanchoe daigremontiana","europe","USSR_Krym","Unknown"
"4551","Kalanchoe daigremontiana","europe","USSRSouth_eastern_Division","Unknown"
"4552","Kandelia obovata","america","Continental US","Unknown"
"4553","Kandelia obovata","america","Alaska","Unknown"
"4554","Kandelia obovata","america","Canada","Unknown"
"4555","Kandelia obovata","america","Caribbean Territories","Unknown"
"4556","Kandelia obovata","america","Central Pacific Territories","Unknown"
"4557","Kandelia obovata","america","Hawaii","Unknown"
"4558","Kandelia obovata","america","Mexico","Unknown"
"4559","Kandelia obovata","europe","Albania","Unknown"
"4560","Kandelia obovata","europe","Austria","Unknown"
"4561","Kandelia obovata","europe","Azores","Unknown"
"4562","Kandelia obovata","europe","Belgium","Unknown"
"4563","Kandelia obovata","europe","Islas_Baleares","Unknown"
"4564","Kandelia obovata","europe","Britain","Unknown"
"4565","Kandelia obovata","europe","Bulgaria","Unknown"
"4566","Kandelia obovata","europe","Corse","Unknown"
"4567","Kandelia obovata","europe","Kriti","Unknown"
"4568","Kandelia obovata","europe","Czechoslovakia","Unknown"
"4569","Kandelia obovata","europe","Denmark","Unknown"
"4570","Kandelia obovata","europe","Faroer","Unknown"
"4571","Kandelia obovata","europe","Finland","Unknown"
"4572","Kandelia obovata","europe","France","Unknown"
"4573","Kandelia obovata","europe","Germany","Unknown"
"4574","Kandelia obovata","europe","Greece","Unknown"
"4575","Kandelia obovata","europe","Ireland","Unknown"
"4576","Kandelia obovata","europe","Switzerland","Unknown"
"4577","Kandelia obovata","europe","Netherlands","Unknown"
"4578","Kandelia obovata","europe","Spain","Unknown"
"4579","Kandelia obovata","europe","Hungary","Unknown"
"4580","Kandelia obovata","europe","Iceland","Unknown"
"4581","Kandelia obovata","europe","Italy","Unknown"
"4582","Kandelia obovata","europe","Jugoslavia","Unknown"
"4583","Kandelia obovata","europe","Portugal","Unknown"
"4584","Kandelia obovata","europe","Norway","Unknown"
"4585","Kandelia obovata","europe","Poland","Unknown"
"4586","Kandelia obovata","europe","Romania","Unknown"
"4587","Kandelia obovata","europe","USSR","Unknown"
"4588","Kandelia obovata","europe","Sardegna","Unknown"
"4589","Kandelia obovata","europe","Svalbard","Unknown"
"4590","Kandelia obovata","europe","Sicilia","Unknown"
"4591","Kandelia obovata","europe","Sweden","Unknown"
"4592","Kandelia obovata","europe","Turkey","Unknown"
"4593","Kandelia obovata","europe","USSR_Northern_Division","Unknown"
"4594","Kandelia obovata","europe","USSR_Baltic_Division","Unknown"
"4595","Kandelia obovata","europe","USSR_Central_Division","Unknown"
"4596","Kandelia obovata","europe","USSR_South_western","Unknown"
"4597","Kandelia obovata","europe","USSR_Krym","Unknown"
"4598","Kandelia obovata","europe","USSRSouth_eastern_Division","Unknown"
"4599","Krascheninnikovia lanata","america","Continental US","Unknown"
"4600","Krascheninnikovia lanata","america","Alaska","Unknown"
"4601","Krascheninnikovia lanata","america","Canada","Unknown"
"4602","Krascheninnikovia lanata","america","Caribbean Territories","Unknown"
"4603","Krascheninnikovia lanata","america","Central Pacific Territories","Unknown"
"4604","Krascheninnikovia lanata","america","Hawaii","Unknown"
"4605","Krascheninnikovia lanata","america","Mexico","Unknown"
"4606","Krascheninnikovia lanata","europe","Albania","Unknown"
"4607","Krascheninnikovia lanata","europe","Austria","Unknown"
"4608","Krascheninnikovia lanata","europe","Azores","Unknown"
"4609","Krascheninnikovia lanata","europe","Belgium","Unknown"
"4610","Krascheninnikovia lanata","europe","Islas_Baleares","Unknown"
"4611","Krascheninnikovia lanata","europe","Britain","Unknown"
"4612","Krascheninnikovia lanata","europe","Bulgaria","Unknown"
"4613","Krascheninnikovia lanata","europe","Corse","Unknown"
"4614","Krascheninnikovia lanata","europe","Kriti","Unknown"
"4615","Krascheninnikovia lanata","europe","Czechoslovakia","Unknown"
"4616","Krascheninnikovia lanata","europe","Denmark","Unknown"
"4617","Krascheninnikovia lanata","europe","Faroer","Unknown"
"4618","Krascheninnikovia lanata","europe","Finland","Unknown"
"4619","Krascheninnikovia lanata","europe","France","Unknown"
"4620","Krascheninnikovia lanata","europe","Germany","Unknown"
"4621","Krascheninnikovia lanata","europe","Greece","Unknown"
"4622","Krascheninnikovia lanata","europe","Ireland","Unknown"
"4623","Krascheninnikovia lanata","europe","Switzerland","Unknown"
"4624","Krascheninnikovia lanata","europe","Netherlands","Unknown"
"4625","Krascheninnikovia lanata","europe","Spain","Unknown"
"4626","Krascheninnikovia lanata","europe","Hungary","Unknown"
"4627","Krascheninnikovia lanata","europe","Iceland","Unknown"
"4628","Krascheninnikovia lanata","europe","Italy","Unknown"
"4629","Krascheninnikovia lanata","europe","Jugoslavia","Unknown"
"4630","Krascheninnikovia lanata","europe","Portugal","Unknown"
"4631","Krascheninnikovia lanata","europe","Norway","Unknown"
"4632","Krascheninnikovia lanata","europe","Poland","Unknown"
"4633","Krascheninnikovia lanata","europe","Romania","Unknown"
"4634","Krascheninnikovia lanata","europe","USSR","Unknown"
"4635","Krascheninnikovia lanata","europe","Sardegna","Unknown"
"4636","Krascheninnikovia lanata","europe","Svalbard","Unknown"
"4637","Krascheninnikovia lanata","europe","Sicilia","Unknown"
"4638","Krascheninnikovia lanata","europe","Sweden","Unknown"
"4639","Krascheninnikovia lanata","europe","Turkey","Unknown"
"4640","Krascheninnikovia lanata","europe","USSR_Northern_Division","Unknown"
"4641","Krascheninnikovia lanata","europe","USSR_Baltic_Division","Unknown"
"4642","Krascheninnikovia lanata","europe","USSR_Central_Division","Unknown"
"4643","Krascheninnikovia lanata","europe","USSR_South_western","Unknown"
"4644","Krascheninnikovia lanata","europe","USSR_Krym","Unknown"
"4645","Krascheninnikovia lanata","europe","USSRSouth_eastern_Division","Unknown"
"4646","Lantana camara","america","Continental US","Unknown"
"4647","Lantana camara","america","Alaska","Unknown"
"4648","Lantana camara","america","Canada","Unknown"
"4649","Lantana camara","america","Caribbean Territories","Unknown"
"4650","Lantana camara","america","Central Pacific Territories","Unknown"
"4651","Lantana camara","america","Hawaii","Unknown"
"4652","Lantana camara","america","Mexico","Unknown"
"4653","Lantana camara","europe","Albania","Unknown"
"4654","Lantana camara","europe","Austria","Unknown"
"4655","Lantana camara","europe","Azores","Unknown"
"4656","Lantana camara","europe","Belgium","Unknown"
"4657","Lantana camara","europe","Islas_Baleares","Unknown"
"4658","Lantana camara","europe","Britain","Unknown"
"4659","Lantana camara","europe","Bulgaria","Unknown"
"4660","Lantana camara","europe","Corse","Unknown"
"4661","Lantana camara","europe","Kriti","Unknown"
"4662","Lantana camara","europe","Czechoslovakia","Unknown"
"4663","Lantana camara","europe","Denmark","Unknown"
"4664","Lantana camara","europe","Faroer","Unknown"
"4665","Lantana camara","europe","Finland","Unknown"
"4666","Lantana camara","europe","France","Unknown"
"4667","Lantana camara","europe","Germany","Unknown"
"4668","Lantana camara","europe","Greece","Unknown"
"4669","Lantana camara","europe","Ireland","Unknown"
"4670","Lantana camara","europe","Switzerland","Unknown"
"4671","Lantana camara","europe","Netherlands","Unknown"
"4672","Lantana camara","europe","Spain","Unknown"
"4673","Lantana camara","europe","Hungary","Unknown"
"4674","Lantana camara","europe","Iceland","Unknown"
"4675","Lantana camara","europe","Italy","Unknown"
"4676","Lantana camara","europe","Jugoslavia","Unknown"
"4677","Lantana camara","europe","Portugal","Unknown"
"4678","Lantana camara","europe","Norway","Unknown"
"4679","Lantana camara","europe","Poland","Unknown"
"4680","Lantana camara","europe","Romania","Unknown"
"4681","Lantana camara","europe","USSR","Unknown"
"4682","Lantana camara","europe","Sardegna","Unknown"
"4683","Lantana camara","europe","Svalbard","Unknown"
"4684","Lantana camara","europe","Sicilia","Unknown"
"4685","Lantana camara","europe","Sweden","Unknown"
"4686","Lantana camara","europe","Turkey","Unknown"
"4687","Lantana camara","europe","USSR_Northern_Division","Unknown"
"4688","Lantana camara","europe","USSR_Baltic_Division","Unknown"
"4689","Lantana camara","europe","USSR_Central_Division","Unknown"
"4690","Lantana camara","europe","USSR_South_western","Unknown"
"4691","Lantana camara","europe","USSR_Krym","Unknown"
"4692","Lantana camara","europe","USSRSouth_eastern_Division","Unknown"
"4693","Ligustrum lucidum","america","Continental US","Unknown"
"4694","Ligustrum lucidum","america","Alaska","Unknown"
"4695","Ligustrum lucidum","america","Canada","Unknown"
"4696","Ligustrum lucidum","america","Caribbean Territories","Unknown"
"4697","Ligustrum lucidum","america","Central Pacific Territories","Unknown"
"4698","Ligustrum lucidum","america","Hawaii","Unknown"
"4699","Ligustrum lucidum","america","Mexico","Unknown"
"4700","Ligustrum lucidum","europe","Albania","Unknown"
"4701","Ligustrum lucidum","europe","Austria","Unknown"
"4702","Ligustrum lucidum","europe","Azores","Unknown"
"4703","Ligustrum lucidum","europe","Belgium","Unknown"
"4704","Ligustrum lucidum","europe","Islas_Baleares","Unknown"
"4705","Ligustrum lucidum","europe","Britain","Unknown"
"4706","Ligustrum lucidum","europe","Bulgaria","Unknown"
"4707","Ligustrum lucidum","europe","Corse","Unknown"
"4708","Ligustrum lucidum","europe","Kriti","Unknown"
"4709","Ligustrum lucidum","europe","Czechoslovakia","Unknown"
"4710","Ligustrum lucidum","europe","Denmark","Unknown"
"4711","Ligustrum lucidum","europe","Faroer","Unknown"
"4712","Ligustrum lucidum","europe","Finland","Unknown"
"4713","Ligustrum lucidum","europe","France","Unknown"
"4714","Ligustrum lucidum","europe","Germany","Unknown"
"4715","Ligustrum lucidum","europe","Greece","Unknown"
"4716","Ligustrum lucidum","europe","Ireland","Unknown"
"4717","Ligustrum lucidum","europe","Switzerland","Unknown"
"4718","Ligustrum lucidum","europe","Netherlands","Unknown"
"4719","Ligustrum lucidum","europe","Spain","Unknown"
"4720","Ligustrum lucidum","europe","Hungary","Unknown"
"4721","Ligustrum lucidum","europe","Iceland","Unknown"
"4722","Ligustrum lucidum","europe","Italy","Unknown"
"4723","Ligustrum lucidum","europe","Jugoslavia","Unknown"
"4724","Ligustrum lucidum","europe","Portugal","Unknown"
"4725","Ligustrum lucidum","europe","Norway","Unknown"
"4726","Ligustrum lucidum","europe","Poland","Unknown"
"4727","Ligustrum lucidum","europe","Romania","Unknown"
"4728","Ligustrum lucidum","europe","USSR","Unknown"
"4729","Ligustrum lucidum","europe","Sardegna","Unknown"
"4730","Ligustrum lucidum","europe","Svalbard","Unknown"
"4731","Ligustrum lucidum","europe","Sicilia","Unknown"
"4732","Ligustrum lucidum","europe","Sweden","Unknown"
"4733","Ligustrum lucidum","europe","Turkey","Unknown"
"4734","Ligustrum lucidum","europe","USSR_Northern_Division","Unknown"
"4735","Ligustrum lucidum","europe","USSR_Baltic_Division","Unknown"
"4736","Ligustrum lucidum","europe","USSR_Central_Division","Unknown"
"4737","Ligustrum lucidum","europe","USSR_South_western","Unknown"
"4738","Ligustrum lucidum","europe","USSR_Krym","Unknown"
"4739","Ligustrum lucidum","europe","USSRSouth_eastern_Division","Unknown"
"4740","Liriodendron tulipifera","america","Continental US","Unknown"
"4741","Liriodendron tulipifera","america","Alaska","Unknown"
"4742","Liriodendron tulipifera","america","Canada","Unknown"
"4743","Liriodendron tulipifera","america","Caribbean Territories","Unknown"
"4744","Liriodendron tulipifera","america","Central Pacific Territories","Unknown"
"4745","Liriodendron tulipifera","america","Hawaii","Unknown"
"4746","Liriodendron tulipifera","america","Mexico","Unknown"
"4747","Liriodendron tulipifera","europe","Albania","Unknown"
"4748","Liriodendron tulipifera","europe","Austria","Unknown"
"4749","Liriodendron tulipifera","europe","Azores","Unknown"
"4750","Liriodendron tulipifera","europe","Belgium","Unknown"
"4751","Liriodendron tulipifera","europe","Islas_Baleares","Unknown"
"4752","Liriodendron tulipifera","europe","Britain","Unknown"
"4753","Liriodendron tulipifera","europe","Bulgaria","Unknown"
"4754","Liriodendron tulipifera","europe","Corse","Unknown"
"4755","Liriodendron tulipifera","europe","Kriti","Unknown"
"4756","Liriodendron tulipifera","europe","Czechoslovakia","Unknown"
"4757","Liriodendron tulipifera","europe","Denmark","Unknown"
"4758","Liriodendron tulipifera","europe","Faroer","Unknown"
"4759","Liriodendron tulipifera","europe","Finland","Unknown"
"4760","Liriodendron tulipifera","europe","France","Unknown"
"4761","Liriodendron tulipifera","europe","Germany","Unknown"
"4762","Liriodendron tulipifera","europe","Greece","Unknown"
"4763","Liriodendron tulipifera","europe","Ireland","Unknown"
"4764","Liriodendron tulipifera","europe","Switzerland","Unknown"
"4765","Liriodendron tulipifera","europe","Netherlands","Unknown"
"4766","Liriodendron tulipifera","europe","Spain","Unknown"
"4767","Liriodendron tulipifera","europe","Hungary","Unknown"
"4768","Liriodendron tulipifera","europe","Iceland","Unknown"
"4769","Liriodendron tulipifera","europe","Italy","Unknown"
"4770","Liriodendron tulipifera","europe","Jugoslavia","Unknown"
"4771","Liriodendron tulipifera","europe","Portugal","Unknown"
"4772","Liriodendron tulipifera","europe","Norway","Unknown"
"4773","Liriodendron tulipifera","europe","Poland","Unknown"
"4774","Liriodendron tulipifera","europe","Romania","Unknown"
"4775","Liriodendron tulipifera","europe","USSR","Unknown"
"4776","Liriodendron tulipifera","europe","Sardegna","Unknown"
"4777","Liriodendron tulipifera","europe","Svalbard","Unknown"
"4778","Liriodendron tulipifera","europe","Sicilia","Unknown"
"4779","Liriodendron tulipifera","europe","Sweden","Unknown"
"4780","Liriodendron tulipifera","europe","Turkey","Unknown"
"4781","Liriodendron tulipifera","europe","USSR_Northern_Division","Unknown"
"4782","Liriodendron tulipifera","europe","USSR_Baltic_Division","Unknown"
"4783","Liriodendron tulipifera","europe","USSR_Central_Division","Unknown"
"4784","Liriodendron tulipifera","europe","USSR_South_western","Unknown"
"4785","Liriodendron tulipifera","europe","USSR_Krym","Unknown"
"4786","Liriodendron tulipifera","europe","USSRSouth_eastern_Division","Unknown"
"4787","Lonicera maackii","america","Continental US","Unknown"
"4788","Lonicera maackii","america","Alaska","Unknown"
"4789","Lonicera maackii","america","Canada","Unknown"
"4790","Lonicera maackii","america","Caribbean Territories","Unknown"
"4791","Lonicera maackii","america","Central Pacific Territories","Unknown"
"4792","Lonicera maackii","america","Hawaii","Unknown"
"4793","Lonicera maackii","america","Mexico","Unknown"
"4794","Lonicera maackii","europe","Albania","Unknown"
"4795","Lonicera maackii","europe","Austria","Unknown"
"4796","Lonicera maackii","europe","Azores","Unknown"
"4797","Lonicera maackii","europe","Belgium","Unknown"
"4798","Lonicera maackii","europe","Islas_Baleares","Unknown"
"4799","Lonicera maackii","europe","Britain","Unknown"
"4800","Lonicera maackii","europe","Bulgaria","Unknown"
"4801","Lonicera maackii","europe","Corse","Unknown"
"4802","Lonicera maackii","europe","Kriti","Unknown"
"4803","Lonicera maackii","europe","Czechoslovakia","Unknown"
"4804","Lonicera maackii","europe","Denmark","Unknown"
"4805","Lonicera maackii","europe","Faroer","Unknown"
"4806","Lonicera maackii","europe","Finland","Unknown"
"4807","Lonicera maackii","europe","France","Unknown"
"4808","Lonicera maackii","europe","Germany","Unknown"
"4809","Lonicera maackii","europe","Greece","Unknown"
"4810","Lonicera maackii","europe","Ireland","Unknown"
"4811","Lonicera maackii","europe","Switzerland","Unknown"
"4812","Lonicera maackii","europe","Netherlands","Unknown"
"4813","Lonicera maackii","europe","Spain","Unknown"
"4814","Lonicera maackii","europe","Hungary","Unknown"
"4815","Lonicera maackii","europe","Iceland","Unknown"
"4816","Lonicera maackii","europe","Italy","Unknown"
"4817","Lonicera maackii","europe","Jugoslavia","Unknown"
"4818","Lonicera maackii","europe","Portugal","Unknown"
"4819","Lonicera maackii","europe","Norway","Unknown"
"4820","Lonicera maackii","europe","Poland","Unknown"
"4821","Lonicera maackii","europe","Romania","Unknown"
"4822","Lonicera maackii","europe","USSR","Unknown"
"4823","Lonicera maackii","europe","Sardegna","Unknown"
"4824","Lonicera maackii","europe","Svalbard","Unknown"
"4825","Lonicera maackii","europe","Sicilia","Unknown"
"4826","Lonicera maackii","europe","Sweden","Unknown"
"4827","Lonicera maackii","europe","Turkey","Unknown"
"4828","Lonicera maackii","europe","USSR_Northern_Division","Unknown"
"4829","Lonicera maackii","europe","USSR_Baltic_Division","Unknown"
"4830","Lonicera maackii","europe","USSR_Central_Division","Unknown"
"4831","Lonicera maackii","europe","USSR_South_western","Unknown"
"4832","Lonicera maackii","europe","USSR_Krym","Unknown"
"4833","Lonicera maackii","europe","USSRSouth_eastern_Division","Unknown"
"4834","Lupinus luteus","america","Continental US","Unknown"
"4835","Lupinus luteus","america","Alaska","Unknown"
"4836","Lupinus luteus","america","Canada","Unknown"
"4837","Lupinus luteus","america","Caribbean Territories","Unknown"
"4838","Lupinus luteus","america","Central Pacific Territories","Unknown"
"4839","Lupinus luteus","america","Hawaii","Unknown"
"4840","Lupinus luteus","america","Mexico","Unknown"
"4841","Lupinus luteus","europe","Albania","Unknown"
"4842","Lupinus luteus","europe","Austria","Unknown"
"4843","Lupinus luteus","europe","Azores","Unknown"
"4844","Lupinus luteus","europe","Belgium","Unknown"
"4845","Lupinus luteus","europe","Islas_Baleares","Unknown"
"4846","Lupinus luteus","europe","Britain","Unknown"
"4847","Lupinus luteus","europe","Bulgaria","Unknown"
"4848","Lupinus luteus","europe","Corse","Unknown"
"4849","Lupinus luteus","europe","Kriti","Unknown"
"4850","Lupinus luteus","europe","Czechoslovakia","Unknown"
"4851","Lupinus luteus","europe","Denmark","Unknown"
"4852","Lupinus luteus","europe","Faroer","Unknown"
"4853","Lupinus luteus","europe","Finland","Unknown"
"4854","Lupinus luteus","europe","France","Unknown"
"4855","Lupinus luteus","europe","Germany","Unknown"
"4856","Lupinus luteus","europe","Greece","Unknown"
"4857","Lupinus luteus","europe","Ireland","Unknown"
"4858","Lupinus luteus","europe","Switzerland","Unknown"
"4859","Lupinus luteus","europe","Netherlands","Unknown"
"4860","Lupinus luteus","europe","Spain","Unknown"
"4861","Lupinus luteus","europe","Hungary","Unknown"
"4862","Lupinus luteus","europe","Iceland","Unknown"
"4863","Lupinus luteus","europe","Italy","Unknown"
"4864","Lupinus luteus","europe","Jugoslavia","Unknown"
"4865","Lupinus luteus","europe","Portugal","Unknown"
"4866","Lupinus luteus","europe","Norway","Unknown"
"4867","Lupinus luteus","europe","Poland","Unknown"
"4868","Lupinus luteus","europe","Romania","Unknown"
"4869","Lupinus luteus","europe","USSR","Unknown"
"4870","Lupinus luteus","europe","Sardegna","Unknown"
"4871","Lupinus luteus","europe","Svalbard","Unknown"
"4872","Lupinus luteus","europe","Sicilia","Unknown"
"4873","Lupinus luteus","europe","Sweden","Unknown"
"4874","Lupinus luteus","europe","Turkey","Unknown"
"4875","Lupinus luteus","europe","USSR_Northern_Division","Unknown"
"4876","Lupinus luteus","europe","USSR_Baltic_Division","Unknown"
"4877","Lupinus luteus","europe","USSR_Central_Division","Unknown"
"4878","Lupinus luteus","europe","USSR_South_western","Unknown"
"4879","Lupinus luteus","europe","USSR_Krym","Unknown"
"4880","Lupinus luteus","europe","USSRSouth_eastern_Division","Unknown"
"4881","Lythrum salicaria","america","Continental US","Unknown"
"4882","Lythrum salicaria","america","Alaska","Unknown"
"4883","Lythrum salicaria","america","Canada","Unknown"
"4884","Lythrum salicaria","america","Caribbean Territories","Unknown"
"4885","Lythrum salicaria","america","Central Pacific Territories","Unknown"
"4886","Lythrum salicaria","america","Hawaii","Unknown"
"4887","Lythrum salicaria","america","Mexico","Unknown"
"4888","Lythrum salicaria","europe","Albania","Unknown"
"4889","Lythrum salicaria","europe","Austria","Unknown"
"4890","Lythrum salicaria","europe","Azores","Unknown"
"4891","Lythrum salicaria","europe","Belgium","Unknown"
"4892","Lythrum salicaria","europe","Islas_Baleares","Unknown"
"4893","Lythrum salicaria","europe","Britain","Unknown"
"4894","Lythrum salicaria","europe","Bulgaria","Unknown"
"4895","Lythrum salicaria","europe","Corse","Unknown"
"4896","Lythrum salicaria","europe","Kriti","Unknown"
"4897","Lythrum salicaria","europe","Czechoslovakia","Unknown"
"4898","Lythrum salicaria","europe","Denmark","Unknown"
"4899","Lythrum salicaria","europe","Faroer","Unknown"
"4900","Lythrum salicaria","europe","Finland","Unknown"
"4901","Lythrum salicaria","europe","France","Unknown"
"4902","Lythrum salicaria","europe","Germany","Unknown"
"4903","Lythrum salicaria","europe","Greece","Unknown"
